sh26-040,마포구,상암2지구 상암월드컵파크,49,8,"4,700~5,400만원대",32~33만원대,서울특별시 마포구 월드컵북로 501,상암월드컵파크9단지::서울특별시 마포구 월드컵북로 501|상암월드컵파크10단지::서울특별시 마포구 월드컵북로 502-36
sh26-041,마포구,상암2지구 상암월드컵파크,59,23,"5,700~6,500만원대",37~38만원대,서울특별시 마포구 월드컵북로 501,상암월드컵파크9단지::서울특별시 마포구 월드컵북로 501|상암월드컵파크10단지::서울특별시 마포구 월드컵북로 502-36
sh26-042,서초구,내곡지구 서초포레스타,39,13,"3,500만원대",30만원대,서울특별시 서초구 헌릉로8길 45,서초포레스타2단지::서울특별시 서초구 헌릉로8길 45|서초포레스타3단지::서울특별시 서초구 헌릉로8길 22
sh26-043,서초구,내곡지구 서초포레스타,49,43,"5,300~6,600만원대",39~42만원대,서울특별시 서초구 헌릉로8길 45,서초포레스타2단지::서울특별시 서초구 헌릉로8길 45|서초포레스타3단지::서울특별시 서초구 헌릉로8길 22
sh26-044,서초구,우면2지구 다세대 네이처힐가든,46,2,"6,400만원대",38만원대,서울특별시 서초구 형촌길 60,네이처힐가든::서울특별시 서초구 형촌길 60
sh26-045,서초구,우면2지구 서초네이처힐,39,18,"3,000~4,100만원대",25~27만원대,서울특별시 서초구 형촌길 35,서초네이처힐1단지::서울특별시 서초구 형촌길 35|서초네이처힐2단지::서울특별시 서초구 형촌길 15|서초네이처힐3단지::서울특별시 서초구 태봉로2길 60|서초네이처힐4단지::서울특별시 서초구 태봉로2길 65|서초네이처힐5단지::서울특별시 서초구 태봉로2길 5|서초네이처힐6단지::서울특별시 서초구 태봉로2길 30|서초네이처힐7단지::서울특별시 서초구 태봉로2길 10
sh26-046,서초구,우면2지구 서초네이처힐,49,40,"4,400~5,200만원대",31~35만원대,서울특별시 서초구 형촌길 35,서초네이처힐1단지::서울특별시 서초구 형촌길 35|서초네이처힐2단지::서울특별시 서초구 형촌길 15|서초네이처힐3단지::서울특별시 서초구 태봉로2길 60|서초네이처힐4단지::서울특별시 서초구 태봉로2길 65|서초네이처힐5단지::서울특별시 서초구 태봉로2길 5|서초네이처힐6단지::서울특별시 서초구 태봉로2길 30|서초네이처힐7단지::서울특별시 서초구 태봉로2길 10
sh26-047,서초구,우면2지구 서초네이처힐,59,65,"5,200~7,200만원대",35~40만원대,서울특별시 서초구 형촌길 35,서초네이처힐1단지::서울특별시 서초구 형촌길 35|서초네이처힐2단지::서울특별시 서초구 형촌길 15|서초네이처힐3단지::서울특별시 서초구 태봉로2길 60|서초네이처힐4단지::서울특별시 서초구 태봉로2길 65|서초네이처힐5단지::서울특별시 서초구 태봉로2길 5|서초네이처힐6단지::서울특별시 서초구 태봉로2길 30|서초네이처힐7단지::서울특별시 서초구 태봉로2길 10
sh26-048,성동구,마장동 임대아파트,39,10,"2,000만원대",26만원대,서울특별시 성동구 마조로15가길 23,마장SH-vill 임대아파트::서울특별시 성동구 마조로15가길 23
sh26-049,성동구,마장동 임대아파트,49,4,"3,200만원대",32만원대,서울특별시 성동구 마조로15가길 23,마장SH-vill 임대아파트::서울특별시 성동구 마조로15가길 23
