sh26-020,강동구,고덕강일3지구 강동리엔파크,49,11,"5,400만원대",32만원대,서울특별시 강동구 고덕로98길 29,강동리엔파크9단지::서울특별시 강동구 고덕로98길 29|강동리엔파크14단지::서울특별시 강동구 고덕로98길 160
sh26-021,강동구,고덕강일지구 13단지,39,18,"3,700만원대",26만원대,서울특별시 강동구 고덕로98길 161,강동리엔파크13단지::서울특별시 강동구 고덕로98길 161
sh26-022,강동구,고덕강일지구 13단지,49,7,"5,400만원대",33만원대,서울특별시 강동구 고덕로98길 161,강동리엔파크13단지::서울특별시 강동구 고덕로98길 161
sh26-023,강동구,고덕온빛채,49,20,"6,000만원대",38만원대,서울특별시 강동구 아리수로 385,고덕온빛채::서울특별시 강동구 아리수로 385
sh26-024,강서구,마곡지구 마곡엠밸리,49,6,"5,500~6,400만원대",37~42만원대,서울특별시 강서구 마곡서1로 131,마곡엠밸리1단지::서울특별시 강서구 마곡서1로 131|마곡엠밸리2단지::서울특별시 강서구 마곡서1로 146|마곡엠밸리3단지::서울특별시 강서구 마곡서1로 132|마곡엠밸리4단지::서울특별시 강서구 마곡서로 175|마곡엠밸리5단지::서울특별시 강서구 마곡서1로 111-11|마곡엠밸리6단지::서울특별시 강서구 마곡서1로 100|마곡엠밸리7단지::서울특별시 강서구 마곡서로 133|마곡엠밸리8단지::서울특별시 강서구 마곡서1로 81|마곡엠밸리10단지::서울특별시 강서구 마곡중앙1로 72|마곡엠밸리11단지::서울특별시 강서구 공항대로 124|마곡엠밸리12단지::서울특별시 강서구 공항대로 140|마곡엠밸리14단지::서울특별시 강서구 마곡중앙로 33|마곡엠밸리15단지::서울특별시 강서구 마곡중앙로 36
sh26-025,강서구,마곡지구 마곡엠밸리,59,4,"5,700~7,500만원대",37~46만원대,서울특별시 강서구 마곡서1로 131,마곡엠밸리1단지::서울특별시 강서구 마곡서1로 131|마곡엠밸리2단지::서울특별시 강서구 마곡서1로 146|마곡엠밸리3단지::서울특별시 강서구 마곡서1로 132|마곡엠밸리4단지::서울특별시 강서구 마곡서로 175|마곡엠밸리5단지::서울특별시 강서구 마곡서1로 111-11|마곡엠밸리6단지::서울특별시 강서구 마곡서1로 100|마곡엠밸리7단지::서울특별시 강서구 마곡서로 133|마곡엠밸리8단지::서울특별시 강서구 마곡서1로 81|마곡엠밸리10단지::서울특별시 강서구 마곡중앙1로 72|마곡엠밸리11단지::서울특별시 강서구 공항대로 124|마곡엠밸리12단지::서울특별시 강서구 공항대로 140|마곡엠밸리14단지::서울특별시 강서구 마곡중앙로 33|마곡엠밸리15단지::서울특별시 강서구 마곡중앙로 36
sh26-026,강서구,마곡지구 9단지 마곡엠밸리,49,2,"5,700만원대",31만원대,서울특별시 강서구 공항대로 103,마곡엠밸리9단지::서울특별시 강서구 공항대로 103
sh26-027,강서구,발산지구 마곡수명산파크,59,40,"4,000~4,300만원대",29~32만원대,서울특별시 강서구 강서로47길 108,마곡수명산파크1단지::서울특별시 강서구 강서로47길 108|마곡수명산파크2단지::서울특별시 강서구 강서로47길 158|마곡수명산파크3단지::서울특별시 강서구 수명로1길 110|마곡수명산파크4단지::서울특별시 강서구 수명로1길 16|마곡수명산파크5단지::서울특별시 강서구 수명로2길 105|마곡수명산파크6단지::서울특별시 강서구 수명로2길 63|마곡수명산파크7단지::서울특별시 강서구 수명로2가길 22
sh26-028,구로구,천왕지구 천왕이펜하우스,39,6,"2,800~3,500만원대",24~28만원대,서울특별시 구로구 천왕로 91,천왕이펜하우스1단지::서울특별시 구로구 천왕로 91|천왕이펜하우스2단지::서울특별시 구로구 천왕로 92|천왕이펜하우스3단지::서울특별시 구로구 천왕로 56|천왕이펜하우스4단지::서울특별시 구로구 천왕로 29|천왕이펜하우스5단지::서울특별시 구로구 천왕로 10|천왕이펜하우스6단지::서울특별시 구로구 천왕로 9
sh26-029,구로구,천왕지구 천왕이펜하우스,49,58,"4,300~4,900만원대",32~34만원대,서울특별시 구로구 천왕로 91,천왕이펜하우스1단지::서울특별시 구로구 천왕로 91|천왕이펜하우스2단지::서울특별시 구로구 천왕로 92|천왕이펜하우스3단지::서울특별시 구로구 천왕로 56|천왕이펜하우스4단지::서울특별시 구로구 천왕로 29|천왕이펜하우스5단지::서울특별시 구로구 천왕로 10|천왕이펜하우스6단지::서울특별시 구로구 천왕로 9
